Edition	Footnote	Type	Designation							A 	d	tw	tw/2	bf	tf	T	k	k1	W	bf/2tf	h/tw	Fy'''	X1	X2x106	Ix	Zx	Sx	rx	y	yp	Iy	Zy	Sy	ry	x	xp	rz	maxf	Grip	eo	Qs36	Qs50	Qs36c	Qs50c	Qs36s	Qs50s	Astem	tan(a)	twstem	twstem/2	OD	ID	twall	J	t	Iy'	Sy'	ry'	sched	Anet36	d1A36	IxA36	SxA36	rxA36	y1A36	ryA36	AnetASTM	d1ASTM	IxASTM	SxASTM	rxASTM	y1ASTM	ryASTM	d/t	ry0	ry1_4	ry3_8	ry1_2	ry5_8	ry3_4	d/Af	rT	Fy''	Cw	Fy'	Cc50'	Cc36'	a	Wno	Sw	Qf	Qw	B	Ht / t	Ht	tnom	tdes	b / t	C	ro	H	ddet	bfdet	twdet	tfdet	kdes	kdet	B/t	Sz	Qs
Historic	4	B	B22							21.51	22.25	0.415		8.545	0.744	19.463	1.394		73	5.74	46.9	29	2089	8826	1796.7	181.4	161.5	9.14			69.1	26.2	16.2	1.79																				3.3																														7990				79.2	45.9	73	32.5	90.7																		
Historic	1	B	B22							20.88	22.12	0.42		8.535	0.714	19.393	1.364		71.5	5.98	46.2	30	2065	9460	1705.2	175.3	154.2	9.04			65.8	25.1	15.4	1.78																				3.03																														7538				80.3	45.7	69.6	31	87.7																		
Historic	1	B	B22							20.04	22.06	0.405		8.52	0.684	19.393	1.334		68.5	6.23	47.9	28	1991	10957	1629.3	167.8	147.7	9.02			62.3	23.8	14.6	1.76																				2.69																														7117				82.7	45.5	66.3	29.7	84																		
Historic	4	B	B22							19.84	22.12	0.39		8.52	0.679	19.463	1.329		67.5	6.27	49.9	26	1938	11976	1637.5	166	148.1	9.08			61.8	23.6	14.5	1.76																				2.59																														7103				84.3	45.7	66.1	29.6	83																		
Historic	7	B	B22							19.74	22.25	0.405		8.525	0.65	19.651	1.3		67	6.56	48.5	27	1901	13439	1620.2	164.1	145.6	9.06			59	22.6	13.8	1.73																				2.42																														6882				85.8	46	63.8	28.5	82.1																		
Historic	1	B	B22_65							19.08	22	0.385		8.5	0.654	19.393	1.304		65.5	6.5	50.4	25	1908	12924	1549.5	159.8	140.9	9.01			58.8	22.5	13.8	1.76																				2.36																														6698				85.7	45.4	63	28.3	79.9																		
Historic	4	B	B22							18.38	22	0.37		8.5	0.619	19.463	1.269		62.5	6.87	52.6	23	1807	16054	1495.4	152.3	135.9	9.02			55.2	21.2	13	1.73																				2.05																														6309				89.3	45.4	59.8	26.9	76.2																		
Historic	7	B	B22							18.19	22.12	0.385		8.505	0.585	19.651	1.235		62	7.27	51	25	1766	18420	1465.7	149.3	132.5	8.98			51.8	20.1	12.2	1.69																				1.88																														6006				91	45.8	57	25.6	74.7																		
Historic	4	B	B22_58							17.14	21.88	0.36		8.49	0.559	19.463	1.209		58	7.59	54.1	22	1694	21371	1363.9	139.9	124.7	8.92			48.9	19	11.5	1.69																				1.62																														5557				94.1	45.3	53.7	24.2	70																		
Historic	2	B	B22							17.1	21.81	0.36		8.475	0.559	19.393	1.209		58	7.58	53.9	22	1700	21081	1352.1	139.1	124	8.89			48.6	18.9	11.5	1.69																				1.62																														5487				93.6	45	53.3	24.1	69.6																		
Historic	7	B	B22							17.06	22	0.38		8.5	0.525	19.651	1.175		58	8.1	51.7	24	1669	23941	1337.1	137.5	121.6	8.85			45.6	17.9	10.7	1.63																				1.51																														5257				95	45.6	50.9	22.9	68.8																		
Historic	6	B	B22							16.04	21.75	0.36		8.49	0.494	19.463	1.144		54.5	8.59	54.1	22	1601	28236	1232.6	127.9	113.3	8.77			42.2	16.6	10	1.62																				1.28																														4767				98.2	45.1	47.3	21.3	64																		
Historic	2	WFB	21WF	 B21b							41.76	21.46	0.659		13.132	1.095	18.058	1.701		142	6	27.4	-	3117	1561	3403.1	354	317.2	9.03			385.9	96.5	58.8	3.04																				14.6																														40011				84.2	66.9	240	69.5	177																	
Historic	12	WFCB	21WF	 CB213							41.76	21.46	0.659		13.132	1.095	17.845	1.808		142	6	27.1	-	3037	1729	3403.1	354	317.2	9.03			385.9	96.5	58.8	3.04																				13.9																														40011				86.4	66.9	240	69.5	177																	
Historic	9	CB	CB213							40	21.49	0.606		13.141	1.061	17.745	1.874		136	6.19	29.3	-	2912	2001	3313.7	341.7	308.4	9.1			401.7	93.4	61.1	3.17																				12.6																														41920				92.9	67.1	234	67.9	171																		
Historic	11	WFCB	21WF	 CB213							38.81	21.31	0.614		13.087	1.02	17.845	1.733		132	6.42	29.1	-	2836	2260	3141.6	327.8	294.8	9			353.8	89.2	54.1	3.02																				11.2																														36413				91.6	66.4	222	64.5	164																	
Historic	1	WFB	21WF	 B21b							38.81	21.31	0.614		13.087	1.02	18.058	1.626		132	6.42	29.4	-	2917	2017	3141.6	327.8	294.8	9			353.8	89.2	54.1	3.02																				11.9																														36413				89	66.4	222	64.5	164																	
Historic	9	CB	CB213							37.65	21.37	0.57		13.105	1.001	17.745	1.814		128	6.55	31.1	-	2751	2493	3103.4	320.7	290.4	9.08			375.9	87.5	57.4	3.16																				10.6																														38998				97.7	66.7	219	63.9	160																		
Historic	13	WFCB	21WF	 CB213							37.34	21.24	0.588		13.061	0.985	17.845	1.698		127	6.63	30.3	-	2734	2596	3017.2	315.2	284.1	8.99			338.6	85.7	51.8	3.01																				10.1																														34729				94.4	66.1	213	62.2	158																	
Historic	3	WFB	21WF	 B21b							37.34	21.24	0.588		13.061	0.985	18.058	1.591		127	6.63	30.7	-	2817	2304	3017.2	315.2	284.1	8.99			338.6	85.7	51.8	3.01																				10.7																														34729				91.7	66.1	213	62.2	158																	
Historic	1	WFB	21WF	 B21b							35.85	21.16	0.567		13.04	0.945	18.058	1.551		122	6.9	31.8	63	2715	2665	2883.2	301.7	272.5	8.97			322.1	81.9	49.4	3																				9.53																														32906				94.6	65.9	203	59.6	151																	
Historic	11	WFCB	21WF	 CB213							35.85	21.16	0.567		13.04	0.945	17.845	1.658		122	6.9	31.5	65	2630	3026	2883.2	301.7	272.5	8.97			322.1	81.9	49.4	3																				8.94																														32906				97.6	65.9	203	59.6	151																	
Historic	8	CB	CB213							35.28	21.25	0.535		13.07	0.939	17.745	1.752		120	6.96	33.2	59	2588	3166	2890.9	299.4	272.1	9.05			349.7	81.6	53.5	3.15																				8.77																														36059				103	66.4	204	59.8	150																		
Historic	10	CB	CB213N							34.12	21.26	0.507		13.057	0.915	17.809	1.728		116	7.13	35.1	52	2500	3596	2819.7	291	265.2	9.09			339.7	79.2	52	3.16																				8.04																														35166				106	66.4	198	58.4	145																		
Historic	8	CB	CB213							32.93	21.13	0.499		13.034	0.878	17.745	1.691		112	7.42	35.6	51	2425	4078	2683.7	278.5	254.1	9.03			324.3	75.8	49.8	3.14																				7.19																														33239				109	66	189	55.7	139																		
Historic	12	WFCB	21WF	CB213							32.93	21	0.527		13	0.865	17.845	1.578		112	7.51	33.9	56	2425	4182	2620.6	275.3	249.6	8.92			289.7	74.4	44.6	2.96																				6.94																														29362				105	65.4	184	54.3	138																	
Historic	2	WFB	21WF	 B21b							32.93	21	0.527		13	0.865	18.058	1.471		112	7.51	34.3	55	2514	3616	2620.6	275.3	249.6	8.92			289.7	74.4	44.6	2.96																				7.46																														29362				101	65.4	184	54.3	138																	
Historic	10	CB	CB213N							31.76	21.14	0.473		13.023	0.852	17.809	1.665		108	7.64	37.7	45	2336	4689	2608	269.7	246.8	9.06			313.9	73.3	48.2	3.14																				6.53																														32294				113	66	183	54.2	135																		
Historic	8	CB	CB213							30.57	21	0.465		13	0.815	17.745	1.628		104	7.98	38.2	44	2262	5366	2475.3	257.5	235.7	9			298.7	69.9	45.9	3.13																				5.8																														30425				117	65.6	174	51.6	129																		
Historic	11	WFCB	21WF	 CB212							30.27	21.29	0.608		9.071	1.01	17.845	1.723		103	4.49	29.4	-	2952	2239	2268	242.2	213.1	8.66			119.9	43.3	26.4	1.99																				8.16																														12328				62.6	46	105	43.3	121																	
Historic	1	WFB	21WF	 B21a							30.27	21.29	0.608		9.071	1.01	18.225	1.532		103	4.49	30	-	2973	2174	2268	242.2	213.1	8.66			119.9	43.3	26.4	1.99																				8.27																														12328				62.1	46	105	43.3	121																	
Historic	10	CB	CB213N							29.69	21.02	0.45		13	0.791	17.809	1.604		101	8.22	39.6	41	2190	6089	2413.8	250.5	229.7	9.02			289.8	67.8	44.6	3.12																				5.32																														29636				120	65.7	169	50.2	125																		
Historic	9	CB	CB212							28.82	21.36	0.535		9.097	0.994	17.745	1.807		98	4.58	33.2	59	2814	2569	2234.5	234.3	209.2	8.8			125	42.5	27.5	2.08																				7.5																														12959				66.9	46.3	105	43.3	117																		
Historic	10	CB	CB212N							28.24	21.38	0.524		9.104	0.971	17.809	1.784		96	4.69	34	56	2746	2834	2196.5	229.9	205.5	8.82			122.4	41.6	26.9	2.08																				7.03																														12741				68.5	46.4	103	42.5	115																		
Historic	12	WFCB	21WF	 CB212							28.21	21.14	0.575		9.038	0.935	17.845	1.648		96	4.83	31	-	2763	2923	2088.9	224.1	197.6	8.6			109.3	39.8	24.2	1.97																				6.59																														11155				66.2	45.7	96.4	40	112																	
Historic	2	WFB	21WF	 B21a							28.21	21.14	0.575		9.038	0.935	18.225	1.457		96	4.83	31.7	64	2787	2823	2088.9	224.1	197.6	8.6			109.3	39.8	24.2	1.97																				6.71																														11155				65.6	45.7	96.4	40	112																	
Historic	8	CB	CB213							27.05	21.24	0.502		9.064	0.935	17.745	1.748		92	4.85	35.3	52	2653	3228	2086.4	219.2	196.5	8.78			116.3	39.6	25.7	2.07																				6.27																														11987				70.4	46	97.5	40.6	110																		
Historic	10	CB	CB212N							26.17	21.24	0.485		9.065	0.903	17.809	1.716		89	5.02	36.7	48	2560	3717	2024.9	212.3	190.7	8.8			112.4	38.2	24.8	2.07																				5.68																														11622				72.8	46.1	94.3	39.4	106																		
Historic	11	WFCB	21WF	 CB212							26.15	21	0.537		9	0.865	17.845	1.578		89	5.2	33.2	58	2573	3874	1919.2	206.6	182.8	8.57			99.4	36.4	22.1	1.95																				5.28																														10075				70.3	45.3	88.2	36.8	103																	
Historic	1	WFCB	21WF	 CB21a							26.15	21	0.537		9	0.865	18.225	1.387		89	5.2	33.9	56	2600	3719	1919.2	206.6	182.8	8.57			99.4	36.4	22.1	1.95																				5.39																														10075				69.6	45.3	88.2	36.8	103																	
Historic	8	CB	CB212							25.28	21.12	0.47		9.032	0.875	17.745	1.688		86	5.16	37.8	45	2494	4114	1939.3	204.1	183.6	8.76			107.7	36.8	23.8	2.06																				5.17																														11035				74.3	45.7	90.3	37.9	102																		
Historic	10	CB	CB212N							24.41	21.12	0.452		9.032	0.844	17.809	1.657		83	5.35	39.4	41	2401	4770	1879	197.3	177.9	8.77			103.9	35.4	23	2.06																				4.66																														10681				77	45.8	87.3	36.7	98.6																		
Historic	12	WFCB	21WF	 CB212							24.1	20.86	0.499		8.962	0.795	17.845	1.508		82	5.64	35.8	50	2385	5246	1752.4	189.3	168	8.53			89.6	33.1	20	1.93																				4.16																														9018				75	45	80.1	33.7	94.6																	
Historic	2	WFB	21WF	 B21a							24.1	20.86	0.499		8.962	0.795	18.225	1.317		82	5.64	36.5	48	2414	4999	1752.4	189.3	168	8.53			89.6	33.1	20	1.93																				4.26																														9018				74.1	45	80.1	33.7	94.6																	
Historic	8	CB	CB212							23.53	21	0.438		9	0.815	17.745	1.628		80	5.52	40.5	39	2333	5336	1794.4	189.1	170.9	8.73			99.2	33.9	22	2.05																				4.22																														10104				78.8	45.4	83.3	35.2	94.6																		
Historic	10	CB	CB212N							22.63	21	0.42		9	0.783	17.809	1.596		77	5.75	42.4	36	2239	6270	1732.1	182.1	165	8.75			95.3	32.6	21.2	2.05																				3.76																														9738				81.9	45.5	80.1	34	91.1																		
Historic	9	CB	CB211							22.34	21.37	0.469		8.109	0.793	18.559	1.406		76	5.11	39.6	41	2275	6504	1684	178.2	157.6	8.68			70.7	27.2	17.4	1.78																				3.59																														7484				73.5	41.7	67.1	31.2	89.1																		
Historic	14	B	B21							22.05	21	0.52		7	0.82	17.966	1.517		75	4.27	34.5	54	2632	4016	1524	164.5	145.1	8.32			41.9	20	12	1.38																				4.13																														4266				51.7	35.3	50.7	26.8	82.3																		
Historic	10	CB	CB211N							21.46	21.33	0.427		8.327	0.769	18.571	1.382		73	5.41	43.5	34	2152	7777	1650.1	173.5	154.7	8.77			74.2	27.6	17.8	1.86																				3.22																														7845				79.4	42.8	68.5	31.2	86.8																		
Historic	12	WFCB	21WF	 CB211							21.46	21.24	0.455		8.295	0.74	18.555	1.343		73	5.6	40.8	39	2152	8133	1600.3	170.2	150.7	8.64			66.2	26.5	16	1.76																				3.06																														6955				76.7	42.5	65.2	29.7	85.1																	
Historic	2	WFB	21WF	 B21a							21.46	21.24	0.455		8.295	0.74	18.799	1.221		73	5.6	41.3	38	2195	7524	1600.3	170.2	150.7	8.64			66.2	26.5	16	1.76																				3.18																														6955				75.3	42.5	65.2	29.7	85.1																	
Historic	8	CB	CB211							20.59	21.25	0.433		8.073	0.732	18.559	1.345		70	5.51	42.9	35	2107	8793	1542.9	163.6	145.2	8.66			64.3	24.8	15.9	1.77																				2.84																														6766				78.6	41.4	61.2	28.7	81.8																		
Historic	12	WFCB	21WF	 CB211							20.02	21.13	0.43		8.27	0.685	18.555	1.288		68	6.04	43.2	35	2015	10641	1478.3	157.8	139.9	8.59			60.4	24.3	14.6	1.74																				2.48																														6312				81.2	42.3	59.9	27.4	78.9																	
Historic	2	WFB	21WF	 B21							20.02	21.13	0.43		8.27	0.685	18.799	1.166		68	6.04	43.7	34	2060	9742	1478.3	157.8	139.9	8.59			60.4	24.3	14.6	1.74																				2.59																														6312				79.5	42.3	59.9	27.4	78.9																	
Historic	10	CB	CB211N							19.71	21.21	0.393		8.293	0.707	18.571	1.32		67	5.86	47.3	29	1986	10659	1506.2	158.7	142	8.74			67.3	25.1	16.2	1.85																				2.52																														7073				85.3	42.5	62.3	28.6	79.4																		
Historic	8	CB	CB211							18.82	21.13	0.396		8.036	0.671	18.559	1.284		64	5.99	46.9	29	1936	12241	1403.3	149	132.9	8.64			58.2	22.4	14.5	1.76																				2.19																														6088				84.8	41.1	55.4	26.2	74.5																		
Historic	11	WFCB	21WF	 CB211							18.52	21	0.41		8.25	0.62	18.555	1.223		63	6.65	45.3	31	1869	14593	1343.6	144.3	128	8.52			53.8	21.9	13	1.7																				1.93																														5586				86.6	42	53.8	24.8	72.1																	
Historic	1	WF	21WF							18.52	21	0.41		8.25	0.62	18.799	1.101		63	6.65	45.9	31	1918	13160	1343.6	144.3	128	8.52			53.8	21.9	13	1.7																				2.03																														5586				84.4	42	53.8	24.8	72.1																		
Historic	10	CB	CB211N							18.23	21.1	0.367		8.267	0.651	18.571	1.264		62	6.35	50.6	25	1843	14370	1382	146	131	8.71			61.4	22.9	14.9	1.84																				2																														6418				91.3	42.3	56.9	26.3	73																		
Historic	13	WFCB	21WF	 CB211							18.23	20.99	0.4		8.24	0.615	18.555	1.218		62	6.7	46.4	30	1843	15337	1326.8	142.3	126.4	8.53			53.1	21.7	12.9	1.71																				1.86																														5511				87.7	42	53.2	24.6	71.1																	
Historic	3	WFCB	21WF	 CB21							18.23	20.99	0.4		8.24	0.615	18.799	1.096		62	6.7	47	29	1892	13811	1326.8	142.3	126.4	8.53			53.1	21.7	12.9	1.71																				1.96																														5511				85.4	42	53.2	24.6	71.1																	
Historic	5	B	B63							17.68	21	0.428		8.25	0.548	18.79	1.105		60.5	7.53	43.9	33	1872	15736	1235.5	134.7	117.7	8.36			43.5	17.7	10.6	1.57																				1.71																														4549				82.9	42.2	47.6	21.9	67.4																		
Historic	6	B	B63							17.68	21	0.428		8.25	0.548	18.79	1.105		60.4	7.53	43.9	33	1872	15736	1235.5	134.7	117.7	8.36			43.5	17.7	10.6	1.57																				1.71																														4549				82.9	42.2	47.6	21.9	67.4																		
Historic	7	CB	CB211X							17.64	21.03	0.375		8.015	0.625	18.559	1.238		60	6.41	49.5	26	1820	15717	1304.9	138.9	124.1	8.6			43.7	20.8	13.4	1.75																				1.8																														4551				80.8	40.9	51.2	24.4	69.5																		
Historic	11	WFCB	21WF	 CB211							17.36	20.91	0.39		8.23	0.575	18.555	1.178		59	7.16	47.6	28	1758	18763	1246.8	134.3	119.3	8.47			49.2	20.2	12	1.68																				1.58																														5086				91.3	41.8	49.5	22.9	67.1																	
Historic	1	WFB	21WF	 B21							17.36	20.91	0.39		8.23	0.575	18.799	1.056		59	7.16	48.2	28	1810	16706	1246.8	134.3	119.3	8.47			49.2	20.2	12	1.68																				1.68																														5086				88.6	41.8	49.5	22.9	67.1																	
Historic	10	CB	CB211N							17.06	21	0.35		8.25	0.602	18.571	1.215		58	6.85	53.1	23	1728	18751	1279.1	135.6	121.8	8.66			56.4	21.1	13.7	1.82																				1.62																														5867				96.8	42.1	52.2	24.3	67.8																		
Historic	8	CB	CB211							17.05	21	0.36		8	0.608	18.559	1.221		58	6.58	51.6	24	1765	17645	1263.2	134.4	120.3	8.61			52	20.1	13	1.75																				1.65																														5406				92.1	40.8	49.6	23.7	67.2																		
Historic	14	B	B22							16.9	21	0.43		6.5	0.62	18.536	1.232		58	5.24	43.1	35	2078	10998	1143	124	108.8	8.22			24.5	12.8	7.5	1.2																				1.89																														2544				59.1	33.1	33.4	19.2	62.1																		
Historic	4	B	B33							16.85	21	0.357		6.5	0.74	17.963	1.518		57.5	4.39	50.3	25	2244	6890	1227.5	131.3	116.9	8.54			28.4	14.6	8.8	1.3																				2.55																														2914				54.4	32.9	39.6	23	65.7																		
Historic	9	CB	CB211							16.17	20.89	0.36		8	0.553	18.559	1.166		55	7.23	51.6	24	1672	22700	1166.7	125.2	111.7	8.49			47.3	18.3	11.8	1.71																				1.35																														4891				97	40.7	45	21.5	62.6																		
Historic	           	 	  ----							16.18	20.8	0.375		8.215	0.522	18.551	1.125		55	7.87	49.5	26	1647	24897	1140.7	123.5	109.7	8.4			44	18.3	10.7	1.65																				1.26																														4523				96.5	41.6	44.6	20.7	61.8																		
Historic	9	G	G20a							43.84	20.12	0.69		12.78	1.223	15.793	2.164		149	5.23	22.9	-	3827	675	3134.9	348.9	311.6	8.46			384.6	95.8	60.2	2.96																				20.2																														34337				66.3	60.4	236	69.8	175																		
Historic	5	G	G20a							43.44	20.12	0.69		12.78	1.223	15.791	2.165		149	5.23	22.9	-	3845	662	3106.6	348.9	308.8	8.46			384.5	95.8	60.2	2.97																				20.2																														34328				66.3	60.4	236	69.8	175																		
Historic	10	G	G20							42.97	20.38	0.71		12.08	1.24	16.214	2.083		146	4.87	22.8	-	3834	690	3105.1	343.4	304.7	8.5			332.3	87.6	55	2.78																				19.8																														30434				63.1	57.8	216	67.5	172																		
Historic	11	CB	CB203N							42.95	20.38	0.71		12.08	1.24	16.475	1.953		146	4.87	23.2	-	3650	838	3108.8	343.6	305.1	8.51			364.9	92.7	60.4	2.91																				18																														33419				69.3	57.8	216	67.5	172																		
Historic	9	G	G20a							41.71	20	0.66		12.75	1.163	15.793	2.104		142	5.48	23.9	-	3660	804	2960.6	330.5	296.1	8.43			361	90.3	56.6	2.94																				17.6																														32025				68.7	60	222	66.2	165																		
Historic	5	G	G20a							41.31	20	0.66		12.75	1.163	15.791	2.105		142	5.48	23.9	-	3679	788	2932.3	330.5	293.2	8.43			360.9	90.3	56.6	2.96																				17.6																														32016				68.7	60	222	66.2	165																		
Historic	1	G	G20a							41.28	20	0.64		12.5	1.201	15.446	2.277		140	5.21	24.1	-	3870	637	2938.3	331.1	293.8	8.44			334.3	86.9	53.5	2.85																				19.5																														29537				62.6	58.7	220	66.9	166																		
Historic	2	G	G20a							41.19	20	0.64		12.5	1.197	15.693	2.154		140	5.22	24.5	-	3758	715	2934.7	330.7	293.5	8.44			348.9	89.1	55.8	2.91																				18.4																														30839				65.8	58.8	220	66.7	165																		
Historic	10	G	G20							39.74	20.18	0.67		12.04	1.14	16.214	1.983		135	5.28	24.2	-	3571	917	2829.3	314.8	280.4	8.44			299.7	79.5	49.8	2.75																				15.7																														27162				66.8	57.3	197	61.7	158																		
Historic	11	CB	CB203N							39.71	20.18	0.669		12.039	1.14	16.475	1.853		135	5.28	24.6	-	3387	1129	2832.3	314.9	280.7	8.45			332	84.6	55.2	2.89																				14.2																														30089				74.1	57.3	197	61.7	157																		
Historic	9	G	G20a							39.58	19.88	0.63		12.72	1.103	15.793	2.044		135	5.77	25.1	-	3493	965	2788.9	312.3	280.6	8.39			337.7	84.8	53.1	2.92																				15.1																														29768				71.3	59.7	209	62.6	156																		
Historic	5	G	G20a							39.18	19.88	0.63		12.72	1.103	15.791	2.045		135	5.77	25.1	-	3512	945	2760.6	312.3	277.7	8.39			337.6	84.8	53.1	2.94																				15.1																														29759				71.3	59.7	209	62.6	156																		
Historic	8	G	G20a							37.33	19.75	0.6		12.69	1.038	15.793	1.979		127	6.12	26.3	-	3316	1185	2607.3	293	264	8.36			313	79	49.3	2.9																				12.8																														27400				74.4	59.4	195	58.7	147																		
Historic	10	G	G20							36.77	20	0.63		12	1.05	16.214	1.893		125	5.71	25.7	-	3329	1212	2584	289	258.4	8.38			270.6	72.3	45.1	2.71																				12.6																														24293				70.8	56.9	179	56.6	145																		
Historic	11	CB	CB203N							36.76	20	0.65		12	1.05	16.475	1.763		125	5.71	25.3	-	3172	1465	2587.7	290.8	258.8	8.39			302.8	77.5	50.5	2.87																				11.4																														27184				78.4	56.9	179	56.5	145																		
Historic	9	G	G20							35.24	20.12	0.59		12.03	1.009	16.414	1.853		120	5.96	27.8	-	3154	1487	2528	280	251.3	8.47			260.2	69.3	43.3	2.72																				11.1																														23759				74.4	57.5	174	55.1	140																		
Historic	5	G	G20							34.95	20.12	0.59		12.03	1.009	16.414	1.853		120	5.96	27.8	-	3168	1461	2505.5	280	249.1	8.47			260.1	69.3	43.2	2.73																				11.1																														23750				74.4	57.5	174	55.1	140																		
Historic	11	CB	CB203N							33.83	19.82	0.591		11.961	0.96	16.475	1.673		115	6.23	27.9	-	2907	2079	2348.3	263.9	237	8.33			274.2	70.2	45.8	2.85																				8.75																														24383				84.9	56.4	162	51.5	132																		
Historic	10	G	G20							33.82	19.82	0.59		11.96	0.96	16.214	1.803		115	6.23	27.5	-	3089	1636	2343.9	263.6	236.5	8.32			242.1	65.1	40.5	2.68																				9.85																														21529				75.2	56.4	162	51.5	132																		
Historic	9	G	G20							33.2	20	0.56		12	0.949	16.414	1.793		113	6.33	29.3	-	2990	1836	2362.8	262.5	236.3	8.44			240.8	64.5	40.1	2.69																				9.38																														21850				77.7	57.2	163	51.7	131																		
Historic	5	G	G20							32.9	20	0.56		12	0.949	16.414	1.793		113	6.33	29.3	-	3006	1801	2340.2	262.5	234	8.43			240.8	64.5	40.1	2.71																				9.38																														21850				77.7	57.2	163	51.7	131																		
Historic	1	G	G20							32.88	20	0.52		12	0.979	16.112	1.944		112	6.13	31	-	3146	1457	2368.9	265.3	236.9	8.49			232.8	63.8	38.8	2.66																				10.5																														21057				71.9	57.1	168	53.4	133																		
Historic	2	G	G20							32.81	20	0.55		12	0.953	16.368	1.816		112	6.3	29.8	-	3018	1757	2342.1	262.5	234.2	8.45			239.3	64.3	39.9	2.7																				9.5																														21705				76.9	57.1	163	51.9	131																		
Historic	9	G	G20							31.36	19.88	0.54		11.98	0.889	16.414	1.733		107	6.74	30.4	-	2841	2263	2206.5	246.2	222	8.39			222.4	59.9	37.1	2.66																				7.91																														20054				81	56.9	151	48.3	123																		
Historic	5	G	G20							31.06	19.88	0.54		11.98	0.889	16.414	1.733		107	6.74	30.4	-	2857	2216	2184	246.2	219.7	8.39			222.3	59.9	37.1	2.68																				7.91																														20045				81	56.9	151	48.3	123																		
Historic	8	G	G20							29.21	19.75	0.51		11.95	0.824	16.414	1.668		99	7.26	32.2	62	2669	2907	2034.4	227.8	206	8.35			202.1	54.8	33.8	2.63																				6.46																														18099				85.2	56.5	139	44.6	114																		
Historic	10	B	B20a							28.89	20.38	0.58		9.095	0.99	17.001	1.689		98	4.59	29.3	-	3088	1816	2010.5	223.6	197.3	8.34			114.1	40.4	25.1	1.99																				8.01																														10725				58.9	44.1	99.2	40.9	112																		
Historic	11	CB	CB202N							28.82	20.38	0.577		9.092	0.99	17.175	1.603		98	4.59	29.8	-	2951	2168	2009.7	223.4	197.2	8.35			124.3	42.5	27.4	2.08																				7.33																														11683				64.2	44.1	99.2	40.9	112																		
Historic	11	CB	CB202N							25.87	20.18	0.521		9.036	0.89	17.175	1.503		88	5.08	33	59	2665	3232	1784.4	199.2	176.9	8.3			109.7	37.6	24.3	2.06																				5.36																														10205				70.2	43.6	87.6	36.5	99.6																		
Historic	10	B	B20A							25.86	20.18	0.52		9.035	0.89	17.001	1.589		88	5.08	32.7	60	2793	2682	1782.4	199	176.7	8.3			99.4	35.4	22	1.96																				5.88																														9247				63.8	43.6	87.6	36.5	99.6																		
Historic	1	B	B20a							24.23	20	0.57		8.51	0.808	16.877	1.562		82	5.27	29.6	-	2842	2785	1561.3	180	156.1	8.03			71.5	28.1	16.8	1.72																				5.07																														6584				58	40.8	70.2	30.8	90.1																		
Historic	3	B	B20a							24.17	20	0.57		8.89	0.768	17.045	1.477		82	5.79	29.9	-	2699	3425	1559.8	179.7	156	8.03			79.9	29.7	18	1.82																				4.58																														7389				64.6	42.7	72.9	30.7	89.9																		
Historic	10	B	B20a							23.54	20	0.485		9	0.8	17.001	1.499		80	5.63	35.1	52	2562	3815	1595	179.2	159.5	8.23			87.2	31.3	19.4	1.93																				4.43																														8036				68.6	43.2	77.8	32.7	89.6																		
Historic	11	CB	CB202N							23.53	20	0.485		9	0.8	17.175	1.413		80	5.63	35.4	51	2433	4681	1596.3	179.3	159.6	8.24			97.4	33.5	21.6	2.03																				4																														8976				76.2	43.2	77.8	32.7	89.6																		
Historic	6	B	B20a							22.77	20.09	0.46		8.905	0.801	17.175	1.458		78	5.56	37.3	46	2514	4059	1568.3	176.8	156.1	8.3			84.6	30.6	19	1.93																				4.22																														7869				69.5	42.9	76.6	32.6	88.4																		
Historic	11	CB	CB202N							21.77	19.88	0.451		8.966	0.74	17.175	1.353		74	6.06	38.1	44	2260	6260	1466.7	165.2	147.6	8.21			89.1	30.7	19.9	2.02																				3.19																														8160				81.4	42.9	71.2	30.2	82.6																		
Historic	10	B	B20a							21.76	19.88	0.45		8.965	0.74	17.001	1.439		74	6.06	37.8	45	2387	5033	1464.7	165	147.4	8.2			78.9	28.5	17.6	1.9																				3.55																														7226				72.6	42.9	71.1	30.2	82.5																		
Historic	6	B	B20a							21.37	20	0.43		8.875	0.756	17.091	1.454		73	5.87	39.7	41	2392	4911	1467.8	165.8	146.8	8.29			78.5	28.5	17.7	1.92																				3.6																														7268				72.3	42.7	71.6	30.7	82.9																		
Historic	4	B	B20a							21.37	20	0.43		8.75	0.768	17.045	1.477		73	5.7	39.6	41	2430	4608	1466.5	165.7	146.7	8.28			75.9	28.1	17.3	1.88																				3.71																														7019				70	42.1	70.6	30.7	82.9																		
Historic	1	B	B20a							21.43	20	0.43		8.37	0.808	16.877	1.562		72	5.18	39.2	42	2577	3643	1467.9	166	146.8	8.28			67.6	26.5	16.2	1.78																				4.17																														6225				62.2	40.2	67.9	30.8	83.1																		
Historic	2	B	B20a							21.37	20	0.43		8.75	0.768	17.045	1.477		72	5.7	39.6	41	2430	4608	1466.5	165.7	146.7	8.28			75.9	28.1	17.3	1.88																				3.71																														7019				70	42.1	70.6	30.7	82.9																		
Historic	2	B	B20							20.26	20	0.52		8.145	0.647	17.487	1.257		69	6.3	33.6	57	2372	6179	1268.9	147.3	126.9	7.91			51.2	21	12.6	1.59																				2.79																														4794				66.7	39.4	51.9	23.9	73.7																		
