Model,span,width,Y,girders,girderspacing,numberofdiaphragms,haunch,numberofgirders,minendmoment,maxendmoment,maxmoment,maxZreaction,minZreaction,maxXreaction,minXreaction,mindeflection,Kg,df,df1,df2,LR1,LR2
TX_24_55_P06,55,24,45.62,"[0.75, 12, 0.875, 12, 0.5, 34]",7.3333,4,1.995,4,-7017.720383,132589.1758,4007209.228,14576.31904,-1802.808793,3.26E-09,-2.75E-09,-0.254313815,236480.6125,0.628124702,0.468040995,0.628124702,0.454542975,0.552680713
TX_24_55_P07,55,24,48.25,"[0.75, 12, 1, 12, 0.5, 36.5]",7.3333,4,2,4,-1363.112757,117848.5256,4012223.968,14638.34952,-1756.205973,2.92E-09,-9.34E-09,-0.197193899,295778.7071,0.6406401,0.477273625,0.6406401,0.454542975,0.563692888
TX_24_55_R01,55,24,32.12,"[21, 147]",7.3333,4,3.12,4,-117.1262213,104531.0433,3771864.477,14886.48771,-1847.585148,6.65E-09,-2.14E-08,-0.394108127,110916.5561,0.587794239,0.438289147,0.587794239,0.454542975,0.517194338
TX_24_55_R02,55,24,34.12,"[24, 117]",7.3333,4,2.12,4,-106.7697721,102233.1107,3784535.056,14892.79051,-1884.035924,2.00E-09,-7.22E-09,-0.430283615,93248.18884,0.578973314,0.431781936,0.578973314,0.454542975,0.509432893
TX_24_55_R03,55,24,37.25,"[27, 146]",7.3333,4,2.25,4,-98.14460116,109969.861,3876337.311,14788.29998,-1813.088173,3.02E-09,-4.24E-09,-0.311395271,138803.4952,0.599425185,0.446869315,0.599425185,0.454542975,0.527428292
TX_24_55_R04,55,24,40.75,"[30, 173]",7.3333,4,2.75,4,-93.10239627,115436.6372,3957154.129,14711.68241,-1752.260756,5.23E-09,-1.51E-08,-0.232999738,198891.02,0.618632006,0.461038218,0.618632006,0.454542975,0.544328183
TX_24_55_R05,55,24,43,"[33, 118]",7.3333,4,2,4,-95.91380981,111214.9156,3929533.298,14733.79182,-1822.164415,4.77E-09,-5.29E-09,-0.290436485,142819.1041,0.600922959,0.447974225,0.600922959,0.454542975,0.528746168
TX_24_55_R06,55,24,45.62,"[36, 135]",7.3333,4,1.62,4,-7371.270903,133271.711,4003229.947,14610.45044,-1798.687818,3.36E-09,-3.53E-09,-0.243789678,179983.6227,0.613228634,0.457052142,0.613228634,0.454542975,0.53957381
TX_24_55_R07,55,24,48.25,"[40, 149]",7.3333,4,0.25,4,-8277.413354,134333.7998,4038384.884,14590.15586,-1776.490222,6.58E-09,-6.56E-09,-0.217860628,209042.6387,0.621345019,0.463039612,0.621345019,0.454542975,0.546715337
TX_24_60_P01,60,24,32.38,"[1, 12, 1.625, 12, 0.5, 19.8]",7.3333,4,1.955,4,-144.0954376,124631.6682,4153306.854,14746.84158,-1909.943284,5.45E-09,-2.23E-09,-0.512294077,148504.1719,0.589297733,0.436092295,0.589297733,0.454542975,0.518517247
TX_24_60_P02,60,24,34.88,"[1, 12, 1.375, 12, 0.5, 22.5]",7.3333,4,2.005,4,-85.9311294,102716.5315,4140153.631,14828.53068,-1911.189072,1.33E-08,-1.67E-08,-0.463365798,159087.3333,0.592850387,0.438690257,0.592850387,0.454542975,0.521643192
TX_24_60_P03,60,24,37.25,"[0.75, 14, 1, 14, 0.5, 25.5]",7.3333,4,2,4,-77.57614661,104478.4586,4175768.049,14791.34619,-1902.834189,4.27E-09,-1.17E-09,-0.432681026,168798.17,0.59592778,0.440940673,0.59592778,0.454542975,0.52435096
TX_24_60_P04,60,24,40.75,"[1, 15, 1.25, 15, 0.5, 28.5]",7.3333,4,2,4,-65.14055744,111859.6669,4299895.178,14695.78689,-1833.199565,6.09E-09,-4.38E-09,-0.310603521,261489.3248,0.619234591,0.457984325,0.619234591,0.454542975,0.544858392
TX_24_60_P05,60,24,43,"[0.75, 12, 0.75, 12, 0.5, 31.5]",7.3333,4,2,4,-85.88171812,107007.1224,4254264.696,14737.15998,-1891.034183,9.13E-09,-3.52E-09,-0.386419158,185579.1877,0.600888498,0.444568314,0.600888498,0.454542975,0.528715846
TX_24_60_P06,60,24,45.62,"[0.75, 12, 0.875, 12, 0.5, 34]",7.3333,4,1.995,4,-5658.237693,131006.0446,4360858.997,14603.80732,-1861.722079,3.86E-09,-4.34E-09,-0.324022387,236480.6125,0.613790958,0.454003541,0.613790958,0.454542975,0.540068594
TX_24_60_P07,60,24,48.25,"[0.75, 12, 1, 12, 0.5, 36.5]",7.3333,4,2,4,-63.72703398,115184.7176,4369894.827,14661.91119,-1821.920509,1.18E-07,-1.94E-07,-0.253760705,295778.7071,0.625982031,0.462918549,0.625982031,0.454542975,0.550795398
TX_24_60_R01,60,24,32.38,"[21, 166]",7.3333,4,3.38,4,-141.5283841,103354.7281,4127890.088,14886.12814,-1887.066251,1.04E-08,-8.12E-09,-0.447355879,129000.5443,0.582107343,0.430834153,0.582107343,0.454542975,0.512190494
TX_24_60_R02,60,24,34.88,"[24, 146]",7.3333,4,2.88,4,-110.8171142,103589.2872,4148217.511,14860.01591,-1895.963736,2.00E-08,-2.02E-08,-0.442882743,126446.068,0.581094104,0.430093199,0.581094104,0.454542975,0.511298955
TX_24_60_R03,60,24,37.25,"[27, 146]",7.3333,4,2.25,4,-102.2547174,106217.536,4204341.577,14816.73174,-1879.9806,2.31E-08,-2.11E-08,-0.39865022,138803.4952,0.585835164,0.43356021,0.585835164,0.454542975,0.515470567
TX_24_60_R04,60,24,40.75,"[30, 173]",7.3333,4,2.75,4,-95.86853452,112408.9522,4303366.957,14737.50014,-1822.318365,1.51E-07,-9.11E-08,-0.299249465,198891.02,0.604544257,0.447241674,0.604544257,0.454542975,0.531932513
TX_24_60_R05,60,24,43,"[33, 118]",7.3333,4,2,4,-105.1663552,107615.2204,4266004.069,14759.9721,-1885.373775,1.45E-07,-2.60E-08,-0.372230666,142819.1041,0.587294125,0.434627109,0.587294125,0.454542975,0.516754292
TX_24_60_R06,60,24,45.62,"[36, 135]",7.3333,4,1.62,4,-6014.46592,131628.7331,4354785.331,14637.25514,-1862.65777,1.16E-07,-9.55E-08,-0.313321119,179983.6227,0.599280909,0.443392727,0.599280909,0.454542975,0.527301345
TX_24_60_R07,60,24,48.25,"[40, 149]",7.3333,4,0.25,4,-7120.274512,132861.688,4397380.552,14617.11278,-1843.615244,1.37E-08,-7.35E-09,-0.280319102,209042.6387,0.607186965,0.449174216,0.607186965,0.454542975,0.534257805
TX_24_65_P01,65,24,35.38,"[1.25, 12, 1.625, 12, 0.5, 22.5]",7.3333,4,2.005,4,-99.83367593,101719.3375,4499581.414,14825.51689,-1939.608234,3.36E-09,-5.32E-09,-0.518209615,186733.2803,0.588663028,0.432617514,0.588663028,0.454542975,0.517958777
TX_24_65_P02,65,24,37.25,"[0.75, 14, 1, 14, 0.5, 25.5]",7.3333,4,2,4,-84.03367981,100629.7794,4490297.067,14818.30175,-1955.068938,3.99E-09,-7.49E-09,-0.539247347,168798.17,0.583502285,0.428873847,0.583502285,0.454542975,0.513417889
TX_24_65_P03,65,24,40.75,"[1, 15, 1.25, 15, 0.5, 28.5]",7.3333,4,2,4,-76.27523,108803.3807,4638086.783,14717.17201,-1886.39499,3.63E-09,-6.58E-09,-0.387878104,261489.3248,0.606253166,0.445377618,0.606253166,0.454542975,0.533436165
TX_24_65_P04,65,24,43,"[0.75, 12, 0.75, 12, 0.5, 31.5]",7.3333,4,2,4,-112.8030434,103827.2598,4592225.005,14778.90991,-1937.537768,1.19E-07,-1.51E-07,-0.468674828,185579.1877,0.588344676,0.432386577,0.588344676,0.454542975,0.517678662
TX_24_65_P05,65,24,45.62,"[0.75, 12, 0.875, 12, 0.5, 34]",7.3333,4,1.995,4,-4106.15833,129251.6669,4704655.505,14625.13401,-1908.734973,4.55E-09,-2.01E-09,-0.405238888,236480.6125,0.600939379,0.441522931,0.600939379,0.454542975,0.528760616
TX_24_65_P06,65,24,48.25,"[0.75, 12, 1, 12, 0.5, 36.5]",7.3333,4,2,4,-49.07159074,111729.7306,4706055.659,14649.89871,-1873.142991,5.01E-09,-1.11E-08,-0.333028411,295778.7071,0.612839663,0.450155544,0.612839663,0.454542975,0.539231558
TX_24_65_R01,65,24,35.38,"[24, 176]",7.3333,4,3.38,4,-142.1518439,104099.2638,4528455.925,14840.05638,-1910.807484,1.55E-08,-1.19E-08,-0.467494991,160056.9337,0.580805543,0.426917597,0.580805543,0.454542975,0.511045053
TX_24_65_R02,65,24,37.25,"[27, 146]",7.3333,4,2.25,4,-107.677476,102377.0171,4521998.496,14839.84568,-1934.732638,4.73E-08,-6.12E-08,-0.499423819,138803.4952,0.573650404,0.421727171,0.573650404,0.454542975,0.504749317
TX_24_65_R03,65,24,40.75,"[30, 173]",7.3333,4,2.75,4,-107.5083419,109239.6602,4640394.738,14756.61308,-1878.716451,9.66E-09,-3.48E-08,-0.376082908,198891.02,0.591913236,0.434975255,0.591913236,0.454542975,0.520818602
TX_24_65_R04,65,24,43,"[33, 118]",7.3333,4,2,4,-114.0835107,103913.507,4592366.968,14781.09721,-1935.749417,2.16E-08,-8.87E-09,-0.466818003,142819.1041,0.575074565,0.422760274,0.575074565,0.454542975,0.506002422
TX_24_65_R05,65,24,45.62,"[36, 135]",7.3333,4,1.62,4,-4461.822719,129832.8929,4696915.344,14657.89559,-1912.894101,1.60E-07,-1.89E-07,-0.393989578,179983.6227,0.586775433,0.431248229,0.586775433,0.454542975,0.5162979
TX_24_65_R06,65,24,48.25,"[40, 149]",7.3333,4,0.25,4,-5754.229507,131227.2933,4747440.744,14637.35865,-1896.15349,1.59E-08,-1.59E-08,-0.352895839,209042.6387,0.594492908,0.436846581,0.594492908,0.454542975,0.52308843
TX_24_70_P01,70,24,35.88,"[1.5, 12, 1.875, 12, 0.5, 22.5]",7.3333,4,2.005,4,-107.0245861,100682.532,4854432.834,14822.00483,-1964.867881,7.57E-09,-5.33E-09,-0.576479683,215633.6394,0.584594133,0.426922987,0.584594133,0.454542975,0.514378596
TX_24_70_P02,70,24,37.62,"[0.75, 14, 1.375, 14, 0.5, 25.5]",7.3333,4,1.995,4,-358.2677124,125387.3134,4939346.146,14687.63878,-1950.921432,3.31E-09,-3.56E-09,-0.568901327,215941.638,0.584666874,0.426975362,0.584666874,0.454542975,0.5144426
TX_24_70_P03,70,24,40.75,"[1, 15, 1.25, 15, 0.5, 28.5]",7.3333,4,2,4,-88.37318995,105656.2405,4967359.799,14735.26956,-1930.477553,8.70E-09,-5.89E-09,-0.476121741,261489.3248,0.594515088,0.43406637,0.594515088,0.454542975,0.523107946
TX_24_70_P04,70,24,43.25,"[0.75, 12, 1, 12, 0.5, 31.5]",7.3333,4,2,4,-95.12977698,103276.5539,4956407.852,14737.20496,-1954.337374,4.90E-09,-5.15E-09,-0.518855829,222521.5429,0.586198975,0.428078521,0.586198975,0.454542975,0.515790681
TX_24_70_P05,70,24,45.62,"[0.75, 12, 0.875, 12, 0.5, 34]",7.3333,4,1.995,4,-2430.903496,127422.7381,5039450.883,14643.76754,-1946.731357,7.51E-10,-6.70E-09,-0.497744629,236480.6125,0.589318709,0.430324822,0.589318709,0.454542975,0.518535703
TX_24_70_P06,70,24,48.25,"[0.75, 12, 1, 12, 0.5, 36.5]",7.3333,4,2,4,-57.16930491,108882.3113,5047022.432,14666.70936,-1914.338803,1.74E-08,-1.44E-08,-0.409423025,295778.7071,0.600956055,0.438704059,0.600956055,0.454542975,0.528775289
TX_24_70_R01,70,24,35.88,"[24, 207]",7.3333,4,3.88,4,-154.8261057,104338.7874,4902569.601,14823.63016,-1924.869754,2.13E-08,-7.99E-08,-0.495992371,197630.6778,0.580170759,0.423738025,0.580170759,0.454542975,0.510486513
TX_24_70_R02,70,24,37.62,"[27, 178]",7.3333,4,2.62,4,-132.2276926,103053.9983,4906741.983,14819.50054,-1942.520158,2.93E-08,-3.00E-08,-0.521529106,175430.106,0.574186901,0.419429469,0.574186901,0.454542975,0.505221376
TX_24_70_R03,70,24,40.75,"[30, 173]",7.3333,4,2.75,4,-122.4413689,105977.6782,4968409.464,14771.66048,-1924.609124,2.15E-08,-2.31E-08,-0.464007798,198891.02,0.580491999,0.423969328,0.580491999,0.454542975,0.510769169
TX_24_70_R04,70,24,43.25,"[33, 130]",7.3333,4,2.25,4,-118.5270619,102699.5943,4925817.388,14776.62062,-1956.879624,2.21E-08,-2.40E-08,-0.523650079,161214.765,0.569986381,0.416404969,0.569986381,0.454542975,0.501525379
TX_24_70_R05,70,24,45.62,"[36, 135]",7.3333,4,1.62,4,-2767.012712,127944.4775,5029726.87,14674.65079,-1952.822145,6.94E-09,-4.81E-09,-0.486319112,179983.6227,0.575467716,0.420351694,0.575467716,0.454542975,0.506348352
TX_24_70_R06,70,24,48.25,"[40, 149]",7.3333,4,0.25,4,-4231.817363,129489.5919,5088652.783,14653.23469,-1937.598888,1.48E-08,-1.65E-08,-0.436092674,209042.6387,0.583014673,0.425785728,0.583014673,0.454542975,0.512988845
TX_24_75_P01,75,24,38.25,"[1, 14, 1.5, 14, 0.5, 25.8]",7.3333,4,1.95,4,-129.3314642,124673.3814,5292888.018,14691.81504,-1970.182644,2.92E-09,-3.88E-09,-0.636310777,240955.5799,0.579679829,0.420874566,0.579679829,0.454542975,0.510054549
TX_24_75_P02,75,24,40.75,"[1, 15, 1.25, 15, 0.5, 28.5]",7.3333,4,2,4,-96.60001228,102454.4262,5287882.275,14751.67886,-1967.759647,1.25E-08,-6.34E-09,-0.575797399,261489.3248,0.583824067,0.42383793,0.583824067,0.454542975,0.513701023
TX_24_75_P03,75,24,43.5,"[0.75, 12, 1.25, 12, 0.5, 31.5]",7.3333,4,2,4,-94.87408972,102855.1078,5308637.56,14719.92984,-1965.817714,1.91E-09,-6.80E-09,-0.561921492,259937.5116,0.583521295,0.423621431,0.583521295,0.454542975,0.513434616
TX_24_75_P04,75,24,45.62,"[0.75, 12, 0.875, 12, 0.5, 34]",7.3333,4,1.995,4,-1111.098008,126125.7444,5378300.5,14680.22114,-1985.471997,2.19E-08,-1.15E-08,-0.585797598,236480.6125,0.578734624,0.420198691,0.578734624,0.454542975,0.509222872
TX_24_75_P05,75,24,48.25,"[0.75, 12, 1, 12, 0.5, 36.5]",7.3333,4,2,4,-63.21827375,105957.23,5379719.937,14680.21307,-1947.711881,3.79E-09,-1.09E-08,-0.495884291,295778.7071,0.590132487,0.428348806,0.590132487,0.454542975,0.519251738
TX_24_75_R01,75,24,38.25,"[27, 194]",7.3333,4,3.25,4,-146.152875,102381.5603,5264565.766,14806.27243,-1960.373245,3.29E-08,-3.19E-08,-0.569909399,203098.1357,0.571126977,0.414758794,0.571126977,0.454542975,0.502528978
TX_24_75_R02,75,24,40.75,"[30, 173]",7.3333,4,2.75,4,-131.8740939,102662.3757,5287604.675,14784.51936,-1962.63058,8.97E-08,-6.63E-08,-0.563485645,198891.02,0.570089557,0.41401698,0.570089557,0.454542975,0.501616163
TX_24_75_R03,75,24,43.5,"[33, 141]",7.3333,4,2.5,4,-121.4961106,101329.0082,5277652.661,14772.39388,-1975.280324,4.49E-08,-1.10E-07,-0.587092658,179006.996,0.564902041,0.410307614,0.564902041,0.454542975,0.497051719
TX_24_75_R04,75,24,45.62,"[36, 150]",7.3333,4,1.62,4,-2330.595505,127443.5725,5396992.942,14673.36994,-1968.238018,3.24E-08,-2.23E-08,-0.538159931,200541.6242,0.570498908,0.414309689,0.570498908,0.454542975,0.501976347
TX_24_75_R05,75,24,48.25,"[40, 149]",7.3333,4,0.25,4,-2596.197143,127688.9227,5421115.432,14666.48014,-1970.812388,1.60E-08,-1.54E-08,-0.530363308,209042.6387,0.572560318,0.415783714,0.572560318,0.454542975,0.503790161
TX_24_80_P01,80,24,38.75,"[1.25, 14, 1.75, 14, 0.5, 25.8]",7.3333,5,1.95,4,-133.31458,124126.8814,5655059.065,14643.96747,-1989.412988,1.25E-08,-2.03E-09,-0.685854812,279997.0149,0.577449738,0.416958693,0.577449738,0.454542975,0.508092313
TX_24_80_P02,80,24,41,"[1, 15, 1.5, 15, 0.5, 28.5]",7.3333,5,2,4,-93.35341809,101635.1289,5654270.657,14691.40875,-1985.523479,1.82E-08,-7.69E-09,-0.622077384,302508.8034,0.581350316,0.419729807,0.581350316,0.454542975,0.511524394
TX_24_80_P03,80,24,43.75,"[1, 12, 1.25, 12, 0.5, 31.5]",7.3333,5,2,4,-114.7202268,99973.20977,5646909.525,14704.25955,-1997.553668,4.51E-08,-5.42E-08,-0.645562973,264864.5751,0.574665854,0.41498092,0.574665854,0.454542975,0.505642801
TX_24_80_P04,80,24,45.87,"[0.75, 12, 1.125, 12, 0.5, 34]",7.3333,5,1.995,4,-1212.747318,125697.5033,5740118.735,14612.5264,-1998.538465,2.73E-08,-1.32E-08,-0.62128187,278536.2896,0.577186996,0.416772032,0.577186996,0.454542975,0.507861129
TX_24_80_P05,80,24,48.25,"[0.75, 12, 1, 12, 0.5, 36.5]",7.3333,5,2,4,-64.66160517,102607.037,5704089.576,14644.13316,-1981.746734,4.19E-09,-7.20E-09,-0.592917226,295778.7071,0.580212369,0.418921367,0.580212369,0.454542975,0.510523125
TX_24_80_R01,80,24,38.75,"[27, 235]",7.3333,5,3.75,4,-150.4147053,103206.1152,5657898.833,14738.36998,-1965.619779,2.97E-08,-4.40E-08,-0.578391888,258284.7665,0.573410477,0.414089055,0.573410477,0.454542975,0.504538208
TX_24_80_R02,80,24,41,"[30, 211]",7.3333,5,3,4,-132.5189231,103312.8304,5684751.29,14717.22789,-1968.390045,2.42E-08,-4.62E-08,-0.575616277,248264.3719,0.571442237,0.412690745,0.571442237,0.454542975,0.502806373
TX_24_80_R03,80,24,43.75,"[33, 169]",7.3333,5,2.75,4,-138.9544204,101781.2684,5673133.053,14701.68055,-1981.574039,8.35E-07,-1.00E-06,-0.603912597,217744.3062,0.564972792,0.408094614,0.564972792,0.454542975,0.497113972
TX_24_80_R04,80,24,45.87,"[36, 150]",7.3333,5,1.87,4,-787.3754111,125349.9899,5724594.745,14631.30218,-2000.630629,7.72E-09,-1.10E-08,-0.637910657,204763.0348,0.561970261,0.405961506,0.561970261,0.454542975,0.494472074
TX_24_80_R05,80,24,48.25,"[40, 149]",7.3333,5,0.25,4,-887.9270967,125430.1879,5748345.519,14627.47749,-2004.793687,8.56E-08,-1.52E-07,-0.636222823,209042.6387,0.562978594,0.406677863,0.562978594,0.454542975,0.495359297
TX_24_85_P01,85,24,41.25,"[1, 15, 1.75, 15, 0.5, 28.5]",7.3333,5,2,4,-92.7608422,100984.5892,6015833.927,14681.13324,-1993.79301,9.10E-09,-3.01E-08,-0.674300183,344086.3616,0.578631963,0.415627259,0.578631963,0.454542975,0.509132542
TX_24_85_P02,85,24,43.5,"[0.75, 16, 1.25, 16, 0.5, 31.5]",7.3333,5,2,4,-99.89346084,100434.0387,6017885.164,14663.22417,-1993.515696,6.79E-09,-2.46E-09,-0.685696422,321710.7218,0.575256906,0.413244046,0.575256906,0.454542975,0.506162862
TX_24_85_P03,85,24,46.12,"[0.875, 12, 1.25, 12, 0.5, 34]",7.3333,5,1.995,4,-134.8432873,122017.9572,6072403.898,14600.42147,-2001.492502,1.44E-08,-3.17E-09,-0.711625243,302376.4248,0.572165899,0.411061407,0.572165899,0.454542975,0.503443115
TX_24_85_P04,85,24,49,"[1, 12, 1.5, 12, 0.5, 36.5]",7.3333,5,2,4,-77.83906212,105105.2388,6142496.682,14605.52009,-1962.309195,3.89E-09,-4.45E-09,-0.567463426,397538.8648,0.585957171,0.420799773,0.585957171,0.454542975,0.515577919
TX_24_85_R01,85,24,41.25,"[30, 235]",7.3333,5,3.25,4,-136.5824437,102848.2369,6049545.64,14709.18556,-1976.991533,6.43E-08,-9.09E-08,-0.620285522,282465.2994,0.568790863,0.408678209,0.568790863,0.454542975,0.500473455
TX_24_85_R02,85,24,43.5,"[33, 201]",7.3333,5,2.5,4,-130.9270498,102022.6892,6057481.487,14686.51576,-1979.401928,1.32E-07,-3.93E-07,-0.637204066,257949.8181,0.564327994,0.405526865,0.564327994,0.454542975,0.49654662
TX_24_85_R03,85,24,46.12,"[36, 170]",7.3333,5,2.12,4,-127.4132491,100586.1699,6041963.211,14687.38558,-1994.591885,5.04E-08,-2.39E-08,-0.667385596,237043.231,0.5602095,0.402618692,0.5602095,0.454542975,0.492922798
TX_24_85_R04,85,24,49,"[40, 183]",7.3333,5,1,4,-2433.478808,124624.0181,6179821.817,14596.99889,-1987.585055,2.46E-08,-3.28E-08,-0.604974345,270641.4531,0.566683881,0.407190416,0.566683881,0.454542975,0.498619542
TX_24_90_P01,90,24,41.62,"[1.25, 15, 1.875, 15, 0.5, 28.5]",7.3333,5,1.995,4,-130.3263799,124264.2938,6416815.948,14611.76757,-1997.46149,3.99E-08,-2.69E-08,-0.760271847,371860.7849,0.573894836,0.410266747,0.573894836,0.454542975,0.50496439
TX_24_90_P02,90,24,44.12,"[1.25, 16, 1.375, 16, 0.5, 31.5]",7.3333,5,1.995,4,-139.5379205,124400.9941,6437236.32,14600.65224,-1994.843317,9.65E-09,-3.85E-09,-0.753684381,359755.5991,0.57224649,0.409109468,0.57224649,0.454542975,0.503514027
TX_24_90_P03,90,24,46.12,"[1.125, 16, 1.5, 16, 0.5, 33.5]",7.3333,5,1.995,4,-1942.625305,126403.9356,6522067.083,14561.68634,-1971.953265,1.93E-08,-6.25E-09,-0.659564849,426079.9582,0.580731588,0.415066731,0.580731588,0.454542975,0.510979981
TX_24_90_P04,90,24,48.62,"[0.875, 16, 1.25, 16, 0.5, 36.5]",7.3333,5,1.995,4,-2341.033383,126746.4857,6544314.842,14548.19314,-1971.05019,5.64E-09,-3.32E-09,-0.644842827,425034.3814,0.580607347,0.414979503,0.580607347,0.454542975,0.510870663
TX_24_90_R01,90,24,41.62,"[30, 261]",7.3333,5,3.62,4,-140.8759227,102456.8311,6411138.528,14700.98115,-1983.958401,9.20E-08,-6.24E-08,-0.664225751,324237.1436,0.567104398,0.405499281,0.567104398,0.454542975,0.498989551
TX_24_90_R02,90,24,44.12,"[33, 221]",7.3333,5,3.12,4,-138.3961529,101760.4907,6422477.252,14674.366,-1982.715327,2.56E-08,-2.91E-08,-0.678693313,299374.9452,0.563194087,0.402753909,0.563194087,0.454542975,0.495548907
TX_24_90_R03,90,24,46.12,"[36, 231]",7.3333,5,2.12,4,-118.8399668,104189.6866,6499838.808,14647.60369,-1967.908081,1.38E-08,-1.37E-08,-0.617673083,326271.1217,0.567412233,0.405715407,0.567412233,0.454542975,0.499260412
TX_24_90_R04,90,24,48.62,"[40, 199]",7.3333,5,0.62,4,-1707.624726,126247.1264,6537016.925,14592.68072,-1992.268603,1.72E-08,-5.09E-08,-0.674872842,290840.4946,0.561784182,0.401764035,0.561784182,0.454542975,0.494308346
TX_24_95_P01,95,24,44.5,"[1.25, 16, 1.75, 16, 0.5, 31.5]",7.3333,5,2,4,-94.96159291,100743.0771,6776450.674,14643.56749,-1994.967441,2.67E-09,-1.20E-08,-0.754478224,438303.2692,0.573974812,0.408427094,0.573974812,0.454542975,0.50503476
TX_24_95_P02,95,24,46.12,"[1.125, 16, 1.5, 16, 0.5, 33.5]",7.3333,5,1.995,4,-518.2968943,122819.6766,6843399.212,14574.26478,-1990.911046,1.12E-08,-5.94E-09,-0.765159356,426079.9582,0.572565503,0.407442993,0.572565503,0.454542975,0.503794724
TX_24_95_P03,95,24,48.88,"[1, 16, 1.375, 16, 0.5, 36.5]",7.3333,5,2.005,4,-74.71353608,102740.9336,6848644.021,14605.38884,-1979.311051,8.12E-09,-7.41E-09,-0.697078522,461052.8974,0.576506109,0.410194663,0.576506109,0.454542975,0.507262024
TX_24_95_R01,95,24,44.5,"[33, 263]",7.3333,5,3.5,4,-140.0625352,103080.2269,6824619.741,14655.91313,-1976.36384,7.22E-07,-5.94E-07,-0.679332352,367467.7598,0.565256179,0.402338995,0.565256179,0.454542975,0.497363322
TX_24_95_R02,95,24,46.12,"[36, 231]",7.3333,5,2.12,4,-119.6604273,101578.8153,6819275.354,14655.30078,-1987.490869,9.62E-08,-1.02E-07,-0.719010228,326271.1217,0.559461217,0.398292454,0.559461217,0.454542975,0.492264392
TX_24_95_R03,95,24,48.88,"[40, 215]",7.3333,5,0.88,4,-1463.994678,123850.142,6905320.511,14587.12249,-1996.640991,1.85E-07,-2.95E-07,-0.722243633,322109.568,0.558839716,0.397858469,0.558839716,0.454542975,0.491717539
TX_28_100_P01,100,28,46.25,"[1.125, 16, 1.625, 16, 0.5, 33.5]",8.667,5,2,4,-98.45529419,105753.5488,7559397.995,15043.9885,-2461.482815,1.17E-08,-4.70E-09,-0.854307884,454836.0943,0.638684724,0.44510339,0.638684724,0.538479289,0.561972372
TX_28_100_P02,100,28,49.25,"[1.125, 16, 1.625, 16, 0.5, 36.5]",8.667,5,2,4,-77.24289959,109088.6686,7659010.187,15005.28295,-2436.846111,1.56E-08,-7.18E-09,-0.749044312,530140.8283,0.647387181,0.451048815,0.647387181,0.538479289,0.569629577
TX_28_100_R01,100,28,46.25,"[36, 247]",8.667,5,2.25,4,-109.9381618,106812.2608,7598245.315,15067.22167,-2449.224289,8.52E-08,-3.76E-08,-0.808195912,351093.6543,0.624279096,0.435261618,0.624279096,0.538479289,0.549297002
TX_28_100_R02,100,28,49.25,"[40, 249]",8.667,5,1.25,4,-8511.27299,132088.4747,7727788.205,14983.31683,-2452.173927,1.08E-07,-6.60E-08,-0.754365224,383390.2734,0.629134108,0.438578511,0.629134108,0.538479289,0.553568879
TX_28_105_P01,105,28,46.75,"[1.375, 16, 1.875, 16, 0.5, 33.5]",8.667,6,2,4,-100.0635506,105898.8383,7957788.248,15025.52689,-2512.303514,1.79E-08,-1.92E-08,-0.888484482,520954.2809,0.638058082,0.442796913,0.638058082,0.538479289,0.561420996
TX_28_105_P02,105,28,49.62,"[1.25, 16, 1.875, 16, 0.5, 36.5]",8.667,6,1.995,4,-8616.039607,127800.3838,8105250.475,14930.38474,-2496.757396,7.48E-09,-7.27E-09,-0.79308043,600692.2976,0.646134561,0.448287734,0.646134561,0.538479289,0.56852741
TX_28_105_R01,105,28,46.75,"[36, 282]",8.667,6,2.75,4,-118.1071739,107697.9943,8004249.319,15044.40825,-2501.406045,3.60E-08,-3.04E-08,-0.817275878,418158.9338,0.625817048,0.434474805,0.625817048,0.538479289,0.550650231
TX_28_105_R02,105,28,49.62,"[40, 277]",8.667,6,1.62,4,-8718.541199,128031.7124,8114142.014,14968.7643,-2509.411224,7.59E-08,-7.58E-08,-0.788438855,438175.4602,0.62839858,0.436229868,0.62839858,0.538479289,0.552921696
TX_28_110_P01,110,28,49.62,"[1.25, 16, 1.875, 16, 0.5, 36.5]",8.667,6,1.995,4,-7566.846151,127761.2674,8448551.824,14937.73549,-2513.095968,5.13E-09,-4.11E-09,-0.902787205,600692.2976,0.63819471,0.441107216,0.63819471,0.538479289,0.561541213
TX_28_110_R01,110,28,49.62,"[40, 277]",8.667,6,1.62,4,-7659.77352,127934.0581,8455312.575,14973.01944,-2528.241755,2.75E-07,-2.03E-07,-0.898934334,438175.4602,0.620705292,0.429272333,0.620705292,0.538479289,0.546152448
TX_28_115_P01,115,28,49.88,"[1.375, 16, 2, 16, 0.5, 36.5]",8.667,6,2.005,4,-78.66024646,105936.1184,8761500.618,14994.46666,-2519.085019,2.75E-08,-5.57E-08,-0.966932239,639278.5655,0.634182551,0.43670897,0.634182551,0.538479289,0.558010955
TX_28_115_R01,115,28,49.88,"[40, 297]",8.667,6,1.88,4,-7292.280026,128495.8493,8822453.524,14972.81953,-2536.268788,7.35E-08,-7.79E-08,-0.966276205,479673.1921,0.618349337,0.426042483,0.618349337,0.538479289,0.544079466
